123,36
122,4
123,04
119,44
120,16
122,08
121,24
122,2
121,94
121,74
121,4
122,12
124,16
124,72
120,56
119,58
119,56
120,94
120,76
121,4
120,32
122,0
120,46
119,56
120,1
120,82
123,16
123,76
123,76
123,6
123,0
122,44
125,96
126,2
126,6
123,84
126,9
122,46
119,84
120,0
118,18
117,82
120,0
122,98
124,6
124,42
124,08
123,66
125,36
126,82
126,8
127,14
127,32
129,44
127,8
126,16
121,24
119,28
118,76
115,54
111,56
111,0
112,94
111,5
110,24
107,52
98,94
100,66
100,64
90,9
